ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
01,ALABAMA,AL,Coosa,01037,"Coosa County, Alabama",650.9103714,10855,0,6558,60,4103,243,1459,418,253,96,22963,2342,1675,261,2368,0,1850,0,2364,358,205,100,3771,19,38,96,16,16,2015,215,37,32,182,78,390,138,14.0,4.0,5.8,2.1,22963.0,2342.0,20.4,3.2,21.8,0.0,17.0,0.0,22.6,3.4,5.0,2.4,34.7,0.2,0.4,0.9,0.2,0.2,30.7,3.3,0.9,0.8,4.4,1.9,3.6,1.3,0.1061,0.2424,0.4848,0.7727,1.606,0.3636,0.9848,0.0,0.7879,0.0152,1.7879,0.303,0.5758,0.2879,0.8637,0.3788,0.0152,0.8788,0.0909,0.1515,0.803,1.9394,0.2727,6.197,0.2727,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,812,284,7.8,2.7,7219
01,ALABAMA,AL,Etowah,01055,"Etowah County, Alabama",535.2816213,102939,0,47705,75,38777,531,17524,1194,2945,368,24065,763,11147,751,18877,99,22281,92,19976,971,3443,400,22565,87,1184,368,1484,235,5228,459,462,131,2441,305,1340,161,17.3,1.2,6.5,0.8,24065.0,763.0,15.5,1.0,18.3,0.1,21.6,0.1,19.6,1.0,8.9,1.0,21.9,0.1,1.2,0.4,3.1,0.5,11.0,1.0,1.2,0.3,6.3,0.8,1.3,0.2,0.3333,0.4091,0.303,0.2424,1.2878,0.2424,0.5,0.3636,0.6212,0.5,1.9848,0.5152,0.303,0.7727,1.0757,0.5909,0.6667,0.1212,0.2424,0.5303,0.303,1.8636,0.1667,6.2119,0.2879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10662,765,10.4,0.7,97106
01,ALABAMA,AL,Tuscaloosa,01125,"Tuscaloosa County, Alabama",1320.8584957,206213,0,90576,232,72379,805,34058,2022,6257,747,26064,516,14748,1080,25685,125,43176,0,24594,1217,7725,658,78446,153,1827,382,14413,861,8858,613,1183,264,4166,468,10271,560,17.4,1.0,6.3,0.7,26064.0,516.0,11.6,0.8,12.5,0.1,20.9,0.0,12.0,0.6,10.7,0.9,38.0,0.1,0.9,0.2,15.9,1.0,9.8,0.7,1.6,0.4,5.8,0.6,5.0,0.3,0.3485,0.3788,0.1667,0.0909,0.9849,0.1667,0.0152,0.1667,0.0152,0.8636,1.0607,0.0455,0.6364,0.6818,1.3182,0.8333,0.9848,0.1061,0.4848,0.4394,0.8636,2.8787,0.7424,6.2425,0.303,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,15417,1093,7.5,0.5,221409
01,ALABAMA,AL,Houston,01069,"Houston County, Alabama",579.8690621,104352,0,47187,110,39253,346,18913,849,3354,184,25990,503,10261,442,17615,33,24386,0,18385,460,4080,228,34526,37,581,130,2403,212,6473,294,487,81,2438,143,938,127,18.3,0.8,7.0,0.4,25990.0,503.0,14.3,0.6,16.9,0.1,23.4,0.0,17.8,0.4,10.4,0.6,33.1,0.0,0.6,0.1,5.1,0.4,13.7,0.6,1.2,0.2,6.2,0.4,0.9,0.1,0.3939,0.4697,0.1818,0.1818,1.2272,0.2273,0.3636,0.7727,0.4394,0.7576,2.3333,0.7727,0.5606,0.5303,1.0909,0.6212,0.8182,0.197,0.2424,0.5152,0.0758,1.8486,0.1515,6.5,0.3182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10737,568,10.4,0.5,106936
01,ALABAMA,AL,Lee,01081,"Lee County, Alabama",607.5503975,159287,0,68081,249,59373,763,32815,1964,4411,624,26960,898,9049,756,17739,143,34202,43,20764,1083,5970,612,51892,191,1759,417,8399,653,10877,735,1851,388,2739,393,5897,627,21.4,1.3,5.7,0.8,26960.0,898.0,9.5,0.8,11.1,0.1,21.5,0.0,13.2,0.7,10.1,1.0,32.6,0.1,1.2,0.3,12.3,1.0,16.0,1.1,3.1,0.7,4.6,0.7,3.7,0.4,0.6667,0.2121,0.1515,0.0303,1.0606,0.197,0.0,0.3182,0.0455,0.7273,1.091,0.0606,0.5455,0.7727,1.3182,0.8333,0.9545,0.2879,0.8939,0.1667,0.8182,3.1212,0.8636,6.591,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,12516,1236,7.9,0.8,160329
01,ALABAMA,AL,Cleburne,01029,"Cleburne County, Alabama",560.1042486,14938,0,6806,44,5726,180,2719,490,458,157,21989,1661,2364,288,2803,36,3438,65,3331,292,316,105,1099,21,100,89,26,29,2062,253,49,38,231,82,169,77,18.5,3.3,7.5,2.5,21989.0,1661.0,22.6,2.7,18.8,0.2,23.0,0.4,22.6,2.0,5.5,1.8,7.4,0.1,0.7,0.6,0.4,0.4,30.3,3.7,0.9,0.7,4.0,1.4,1.1,0.5,0.4545,0.5303,0.6212,0.8939,2.4999,0.697,0.6364,0.7121,0.7879,0.0455,2.1819,0.6515,0.0152,0.6061,0.6213,0.2273,0.0758,0.8485,0.0909,0.0758,0.197,1.288,0.0152,6.5911,0.3485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1886,261,12.8,1.8,11325
01,ALABAMA,AL,Lamar,01075,"Lamar County, Alabama",604.8460174,13933,0,7390,39,5974,265,2916,482,465,145,21666,2040,1741,238,2938,59,3065,65,3364,311,314,106,1952,19,4,74,30,31,1361,260,100,78,426,133,188,55,21.2,3.5,8.0,2.5,21666.0,2040.0,17.6,2.4,21.1,0.4,22.0,0.5,24.4,2.3,5.3,1.8,14.0,0.1,0.0,0.6,0.4,0.4,18.4,3.5,1.7,1.3,7.1,2.1,1.3,0.4,0.6515,0.6061,0.6667,0.4394,2.3637,0.6515,0.9091,0.4697,0.8485,0.0303,2.2576,0.7273,0.1212,0.0,0.1212,0.0,0.0758,0.3636,0.5303,0.6364,0.303,1.9091,0.2121,6.6516,0.3636,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1297,349,9.4,2.5,11312
01,ALABAMA,AL,Morgan,01103,"Morgan County, Alabama",579.389645,119122,0,51951,169,45646,672,17920,1636,2815,382,25907,855,13706,922,19865,160,27384,0,19687,984,4170,490,28625,95,2348,436,2715,401,5771,513,1098,272,2415,353,1865,402,15.3,1.4,5.2,0.7,25907.0,855.0,16.7,1.1,16.7,0.1,23.0,0.0,16.8,0.8,9.1,1.1,24.0,0.1,2.1,0.4,5.2,0.8,11.1,1.0,2.4,0.6,5.3,0.8,1.6,0.3,0.197,0.1212,0.197,0.3636,0.8788,0.1212,0.303,0.7121,0.3182,0.5455,1.8788,0.4545,0.3788,0.9545,1.3333,0.8636,0.8333,0.1364,0.7727,0.3182,0.5152,2.5758,0.5909,6.6667,0.3788,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,11937,1053,10.2,0.9,110465
01,ALABAMA,AL,Chambers,01017,"Chambers County, Alabama",596.560643,33826,0,16981,72,13516,372,5531,682,773,173,22827,1482,4383,356,6409,85,7006,94,5570,422,1307,244,14954,2,36,87,679,174,2378,261,404,148,989,160,512,136,16.6,2.1,5.0,1.1,22827.0,1482.0,18.6,1.5,18.9,0.3,20.7,0.3,16.7,1.2,9.7,1.8,44.2,0.0,0.1,0.3,4.0,1.0,14.0,1.5,3.0,1.1,7.3,1.2,1.5,0.4,0.2879,0.0758,0.5,0.5303,1.394,0.2727,0.6515,0.1212,0.2879,0.6515,1.7121,0.2121,0.7121,0.0758,0.7879,0.3182,0.803,0.2121,0.8636,0.6667,0.4394,2.9848,0.7727,6.8788,0.3939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3613,476,10.8,1.4,27176
01,ALABAMA,AL,Marshall,01095,"Marshall County, Alabama",565.8447822,95145,0,40630,129,34896,540,20354,1364,2091,342,23833,843,12151,735,15941,63,23654,0,14599,651,3207,329,17848,99,3549,511,660,150,6000,496,912,215,1675,227,1030,261,21.7,1.5,5.1,0.8,23833.0,843.0,19.1,1.2,16.8,0.1,24.9,0.0,15.5,0.7,9.2,0.9,18.8,0.1,4.0,0.6,1.6,0.4,14.8,1.2,2.6,0.6,4.8,0.6,1.1,0.3,0.6818,0.1061,0.3333,0.6061,1.7273,0.4545,0.3182,1.0,0.1818,0.5606,2.0606,0.5455,0.2273,0.9848,1.2121,0.7121,0.4394,0.2424,0.7879,0.2273,0.197,1.894,0.197,6.894,0.4091,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,2,12367,941,13.1,1.0,91060
01,ALABAMA,AL,Crenshaw,01041,"Crenshaw County, Alabama",608.8646296,13865,0,6790,35,5025,193,2148,325,347,91,23353,2819,2091,258,2542,37,3116,99,2888,266,449,98,3996,19,152,110,29,21,1854,177,47,31,332,71,162,67,15.7,2.4,5.8,1.5,23353.0,2819.0,21.6,2.6,18.3,0.3,22.5,0.7,21.1,1.9,8.9,1.9,28.8,0.1,1.2,0.8,0.4,0.3,27.3,2.6,0.9,0.6,6.6,1.3,1.2,0.5,0.2273,0.2424,0.3939,0.8333,1.6969,0.4091,0.5,0.5909,0.697,0.5,2.2879,0.7424,0.4697,0.7727,1.2424,0.7727,0.0758,0.7273,0.0909,0.5455,0.2424,1.6819,0.1061,6.9091,0.4242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1360,231,10.0,1.7,10849
01,ALABAMA,AL,Fayette,01057,"Fayette County, Alabama",627.6834307,16585,0,8470,65,6947,236,3258,465,483,106,21862,1708,2060,257,3392,40,3562,96,4207,359,510,124,2543,19,0,76,176,94,1886,224,79,46,483,109,328,139,20.0,2.9,7.0,1.5,21862.0,1708.0,17.6,2.2,20.5,0.2,21.5,0.6,25.7,2.2,7.3,1.8,15.3,0.1,0.0,0.5,2.1,1.1,22.3,2.7,1.1,0.7,7.0,1.5,2.0,0.8,0.5455,0.4697,0.6364,0.4394,2.091,0.5303,0.8636,0.3182,0.9697,0.1818,2.3333,0.7727,0.1667,0.0,0.1667,0.0152,0.5455,0.5,0.1818,0.5909,0.6212,2.4394,0.5455,7.0304,0.4394,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1446,294,8.8,1.8,14759
01,ALABAMA,AL,Jefferson,01073,"Jefferson County, Alabama",1111.3811726,659892,0,307372,370,260924,1524,109707,4223,23663,1254,30657,420,46025,1473,99146,26,151658,24,101363,2293,27115,1117,329030,187,7591,777,42510,1304,9044,638,3921,522,19981,913,16008,892,17.0,0.6,7.3,0.4,30657.0,420.0,10.3,0.3,15.0,0.1,23.0,0.0,15.5,0.4,10.4,0.4,49.9,0.0,1.2,0.1,13.8,0.4,2.9,0.2,1.5,0.2,7.7,0.3,2.4,0.1,0.3182,0.5152,0.0455,0.0606,0.9395,0.1515,0.1515,0.7121,0.1818,0.7576,1.803,0.3333,0.7879,0.7727,1.5606,0.9394,0.9697,0.0,0.4394,0.6818,0.6667,2.7576,0.6515,7.0607,0.4545,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,62164,2585,9.5,0.4,673990
01,ALABAMA,AL,Randolph,01111,"Randolph County, Alabama",580.5491197,22574,0,12056,64,8643,314,3912,481,451,143,23247,2079,3340,403,4512,38,4914,0,3193,365,706,183,5583,24,58,99,197,108,2832,288,253,121,605,182,489,165,17.7,2.1,5.0,1.6,23247.0,2079.0,21.2,2.5,20.0,0.2,21.8,0.0,14.3,1.6,8.2,2.1,24.7,0.1,0.3,0.5,1.6,0.9,23.5,2.4,2.9,1.4,7.0,2.0,2.2,0.7,0.3788,0.0758,0.4091,0.8182,1.6819,0.3939,0.8182,0.3788,0.1212,0.3939,1.7121,0.2121,0.3939,0.2121,0.606,0.1818,0.4394,0.5758,0.8333,0.5909,0.6364,3.0758,0.8333,7.0758,0.4697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2345,453,10.5,2.0,18092
01,ALABAMA,AL,Marion,01093,"Marion County, Alabama",742.3415443,29965,0,14867,85,12212,403,5144,799,708,179,21391,1260,4343,403,6219,70,6316,34,7651,648,960,211,2406,22,145,144,171,77,3321,362,266,110,568,156,504,196,17.5,2.7,5.6,1.4,21391.0,1260.0,20.3,1.9,20.8,0.2,21.1,0.1,25.9,2.2,7.9,1.7,8.0,0.1,0.5,0.5,1.2,0.5,22.3,2.4,2.2,0.9,4.7,1.3,1.7,0.7,0.3636,0.1818,0.697,0.7576,2.0,0.5152,0.8939,0.2121,0.9848,0.3333,2.4241,0.8333,0.0455,0.4091,0.4546,0.0758,0.2879,0.5,0.7424,0.197,0.5606,2.2879,0.4091,7.1666,0.4848,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3101,619,10.5,2.1,26747
01,ALABAMA,AL,Dale,01045,"Dale County, Alabama",561.1006284,49255,0,23065,110,18670,402,8798,859,1738,275,23837,925,4732,464,7939,85,11506,39,9906,664,1538,237,15250,187,461,232,277,95,4200,352,313,115,1023,187,1263,214,18.4,1.8,8.8,1.4,23837.0,925.0,14.2,1.4,16.1,0.2,23.4,0.1,21.3,1.4,8.2,1.3,31.0,0.4,1.0,0.5,1.2,0.4,18.2,1.5,1.7,0.6,5.5,1.0,2.6,0.4,0.4242,0.6818,0.3182,0.1667,1.5909,0.3485,0.2273,0.7727,0.7273,0.3939,2.1212,0.5909,0.5,0.697,1.197,0.697,0.2879,0.3485,0.5303,0.3485,0.7424,2.2576,0.3939,7.1667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5274,600,11.4,1.3,47664
01,ALABAMA,AL,Mobile,01097,"Mobile County, Alabama",1229.3692434,414659,0,183164,485,155831,1271,78208,3342,11514,834,25215,475,38247,1362,63650,27,98337,47,57257,1490,16849,858,177672,284,2858,562,16422,872,14083,878,3108,392,10391,713,8948,1205,19.3,0.8,6.2,0.4,25215.0,475.0,13.8,0.5,15.3,0.1,23.7,0.0,14.0,0.4,10.8,0.5,42.8,0.1,0.7,0.1,9.0,0.5,7.7,0.5,2.0,0.3,6.7,0.4,2.2,0.3,0.5,0.3485,0.2121,0.1364,1.197,0.2121,0.1667,0.8485,0.0758,0.8788,1.9698,0.5,0.6667,0.6061,1.2728,0.803,0.9242,0.0455,0.6818,0.5606,0.6364,2.8485,0.7121,7.2881,0.5152,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,47466,2228,11.6,0.5,385627
01,ALABAMA,AL,Covington,01039,"Covington County, Alabama",1030.5560529,37351,0,18907,85,15008,381,6702,683,1428,252,23071,854,4530,426,7650,100,8190,85,7703,416,1358,195,6205,25,129,99,249,86,4081,362,320,129,785,170,666,175,18.3,1.9,8.7,1.5,23071.0,854.0,17.1,1.6,20.5,0.3,21.9,0.2,20.9,1.1,9.0,1.3,16.6,0.1,0.4,0.3,1.3,0.5,21.6,1.9,2.1,0.9,5.2,1.1,1.8,0.5,0.3939,0.6667,0.4394,0.4091,1.9091,0.4848,0.8636,0.4242,0.6818,0.5303,2.4999,0.8636,0.197,0.2879,0.4849,0.0909,0.3333,0.4697,0.7273,0.303,0.5758,2.4091,0.5152,7.303,0.5303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4116,506,11.2,1.4,35253
01,ALABAMA,AL,Chilton,01021,"Chilton County, Alabama",692.8511876,43930,0,19586,77,16751,494,8034,1040,1336,284,24611,1808,5302,584,6927,37,10647,104,7704,753,1722,351,8725,93,777,425,143,96,6332,550,453,204,823,228,403,145,18.6,2.4,7.1,1.6,24611.0,1808.0,17.8,2.0,15.8,0.1,24.2,0.2,17.7,1.7,10.3,2.1,19.9,0.2,1.9,1.0,0.7,0.5,32.3,2.8,2.7,1.2,4.9,1.4,0.9,0.3,0.4697,0.5,0.2727,0.4697,1.7121,0.4242,0.197,0.8939,0.3939,0.7424,2.2272,0.697,0.2727,0.9394,1.2121,0.7121,0.1515,0.9242,0.8182,0.2424,0.0758,2.2121,0.3636,7.3635,0.5455,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2,6176,680,14.2,1.6,33957
01,ALABAMA,AL,Winston,01133,"Winston County, Alabama",612.9789792,23875,0,13649,74,9403,342,3817,513,740,183,21799,1324,3755,337,5027,49,4992,59,5935,494,684,163,1447,7,112,109,253,143,3746,306,100,66,666,168,375,156,16.2,2.2,7.6,1.8,21799.0,1324.0,21.9,2.0,21.1,0.2,20.9,0.2,25.2,2.1,7.3,1.7,6.1,0.0,0.5,0.5,1.9,1.1,27.4,2.2,1.1,0.7,7.1,1.7,1.6,0.7,0.2576,0.5606,0.6515,0.8485,2.3182,0.6061,0.9091,0.1667,0.9394,0.1818,2.197,0.6667,0.0,0.4091,0.4091,0.0606,0.5152,0.7424,0.1818,0.6364,0.5152,2.591,0.6061,7.5153,0.5606,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,2901,457,12.3,1.9,21719
01,ALABAMA,AL,Washington,01129,"Washington County, Alabama",1080.2054264,16643,0,8509,30,6007,269,3446,664,517,210,22776,4213,2243,288,3038,112,3703,158,4053,443,459,159,5808,19,84,127,1,19,2628,295,186,78,221,81,142,59,21.0,4.0,8.5,3.4,22776.0,4213.0,19.6,2.4,18.3,0.7,22.2,0.9,24.5,2.7,7.6,2.6,34.9,0.1,0.5,0.8,0.0,0.2,30.9,3.5,3.1,1.3,3.7,1.4,0.9,0.4,0.6364,0.6364,0.5152,0.697,2.485,0.6818,0.5,0.5455,0.8636,0.2879,2.197,0.6667,0.5909,0.4091,1.0,0.4697,0.0,0.8939,0.8939,0.0606,0.0758,1.9242,0.2576,7.6062,0.5758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1578,355,9.6,2.1,12483
01,ALABAMA,AL,Marengo,01091,"Marengo County, Alabama",976.8922062,19538,0,10325,41,7768,271,4201,681,706,223,23056,3536,2192,379,3690,8,4468,18,4821,453,545,173,10747,12,10,76,149,91,2537,261,57,34,805,207,236,95,21.8,3.5,9.7,2.9,23056.0,3536.0,16.2,2.8,18.9,0.1,22.9,0.1,25.0,2.3,7.0,2.2,55.0,0.1,0.1,0.4,1.4,0.9,24.6,2.5,0.7,0.4,10.4,2.6,1.2,0.5,0.697,0.7576,0.4545,0.3182,2.2273,0.5909,0.6515,0.6667,0.8939,0.1212,2.3333,0.7727,0.8485,0.0758,0.9243,0.3939,0.3788,0.6515,0.0455,0.8485,0.2424,2.1667,0.3485,7.6516,0.5909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1847,379,9.6,2.0,18549
01,ALABAMA,AL,Monroe,01099,"Monroe County, Alabama",1025.6682491,21512,0,11398,45,8149,259,6561,849,1359,311,18890,1192,2409,309,4060,77,4920,68,2928,391,681,174,9823,22,18,88,134,61,2576,293,51,37,900,167,249,101,30.9,4.1,17.5,3.9,18890.0,1192.0,16.3,2.1,18.9,0.4,22.9,0.3,13.8,1.8,8.4,2.1,45.7,0.1,0.1,0.4,1.2,0.5,22.6,2.6,0.6,0.5,11.0,2.0,1.2,0.5,0.9091,1.0,0.8939,0.3333,3.1363,0.8636,0.6515,0.6667,0.0606,0.4394,1.8182,0.3636,0.7273,0.0758,0.8031,0.3485,0.2879,0.5455,0.0303,0.8636,0.2424,1.9697,0.2879,7.7273,0.6061,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2843,477,13.4,2.2,20551
01,ALABAMA,AL,Walker,01127,"Walker County, Alabama",791.0017929,64493,0,31057,87,25036,517,12525,1163,2375,350,22772,840,8606,653,12024,46,14353,26,15390,873,1875,272,7018,113,372,158,320,119,9092,469,492,137,1434,227,905,192,19.7,1.8,8.8,1.3,22772.0,840.0,19.1,1.5,18.6,0.1,22.3,0.0,24.1,1.4,7.5,1.1,10.9,0.2,0.6,0.3,1.0,0.4,29.3,1.5,2.0,0.5,5.7,0.9,1.4,0.3,0.5152,0.6818,0.5303,0.6061,2.3334,0.6212,0.5909,0.5606,0.8333,0.2576,2.2424,0.7121,0.0909,0.5303,0.6212,0.197,0.2273,0.8333,0.6818,0.4242,0.3788,2.5454,0.5758,7.7424,0.6212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6987,629,11.0,1.0,56943
01,ALABAMA,AL,Calhoun,01015,"Calhoun County, Alabama",605.8672514,115098,0,53682,184,45033,683,20819,1317,4628,526,24706,758,12620,766,19386,119,25196,66,23598,1086,4701,464,31675,34,1076,250,1990,303,7904,546,772,206,2599,331,3112,436,18.6,1.2,8.8,1.0,24706.0,758.0,15.9,1.0,16.8,0.1,21.9,0.1,20.8,0.9,10.4,1.0,27.5,0.0,1.0,0.2,3.7,0.6,14.7,1.0,1.7,0.5,5.8,0.7,2.7,0.4,0.4697,0.6818,0.2576,0.303,1.7121,0.4242,0.3182,0.4242,0.6667,0.7576,2.1667,0.6364,0.4545,0.697,1.1515,0.6515,0.7576,0.2273,0.5303,0.4394,0.7576,2.7122,0.6212,7.7425,0.6364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10686,796,9.4,0.7,117894
01,ALABAMA,AL,DeKalb,01049,"DeKalb County, Alabama",777.0984139,71200,0,31462,114,26132,621,15500,1423,1351,274,21004,799,12394,722,11619,92,17480,89,10931,705,2469,305,13759,24,2347,475,333,125,7508,531,745,209,1391,236,960,304,22.1,2.0,4.5,0.9,21004.0,799.0,25.9,1.5,16.3,0.1,24.6,0.1,15.5,1.0,9.4,1.1,19.3,0.0,3.5,0.7,1.1,0.4,23.9,1.7,2.9,0.8,5.3,0.9,1.3,0.4,0.7121,0.0606,0.7424,0.9848,2.4999,0.697,0.2576,0.9545,0.1818,0.6061,2.0,0.5303,0.2424,0.9697,1.2121,0.7121,0.2576,0.6212,0.8333,0.3182,0.303,2.3333,0.4394,8.0453,0.6515,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,3,10231,868,14.5,1.2,59346
01,ALABAMA,AL,Geneva,01061,"Geneva County, Alabama",574.4802646,26491,0,12768,62,10479,351,6282,828,945,206,20471,1037,3891,442,5152,45,5856,6,5616,484,985,204,4256,22,146,99,37,37,3629,361,202,79,573,156,249,73,24.0,3.2,8.6,1.9,20471.0,1037.0,20.9,2.4,19.4,0.2,22.1,0.0,21.5,1.9,9.4,1.9,16.1,0.1,0.6,0.4,0.3,0.3,28.4,2.8,1.9,0.8,5.5,1.5,0.9,0.3,0.7879,0.6515,0.7576,0.7879,2.9849,0.803,0.7727,0.4848,0.7424,0.6061,2.606,0.9091,0.1818,0.5303,0.7121,0.2879,0.0606,0.7576,0.6667,0.3485,0.0758,1.9092,0.2424,8.2122,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3586,391,13.7,1.5,19261
01,ALABAMA,AL,Franklin,01059,"Franklin County, Alabama",633.9182505,31542,0,14152,55,11210,295,6299,822,840,173,19776,1018,4835,428,5100,114,7806,96,4866,507,971,247,7229,29,1508,521,484,170,2460,314,366,157,567,179,255,61,20.2,2.6,6.1,1.2,19776.0,1018.0,23.2,2.0,16.2,0.4,24.7,0.3,15.5,1.6,8.7,2.2,22.9,0.1,5.1,1.8,3.4,1.2,17.4,2.2,3.3,1.4,5.1,1.6,0.8,0.2,0.5758,0.3333,0.8485,0.9242,2.6818,0.7424,0.2424,0.9697,0.1818,0.4697,1.8636,0.4394,0.3333,1.0,1.3333,0.8636,0.7273,0.303,0.9848,0.2879,0.0455,2.3485,0.4697,8.2272,0.6818,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,4,4005,635,12.8,2.0,28349
01,ALABAMA,AL,Montgomery,01101,"Montgomery County, Alabama",785.2999995,226941,0,104355,204,89835,873,45479,2338,8243,663,28008,602,21646,1145,32183,60,53669,0,35915,1396,11549,696,148548,55,3047,526,8771,752,4327,354,1651,299,7595,619,6912,483,20.7,1.1,7.6,0.6,28008.0,602.0,14.4,0.8,14.2,0.1,23.6,0.0,16.2,0.6,12.9,0.8,65.5,0.0,1.4,0.2,8.4,0.7,4.1,0.3,1.8,0.3,8.5,0.7,3.0,0.2,0.6212,0.5606,0.0758,0.197,1.4546,0.3182,0.0455,0.8333,0.2424,0.9545,2.0757,0.5758,0.8788,0.8333,1.7121,0.9848,0.9091,0.0152,0.5909,0.7424,0.7727,3.0303,0.7879,8.2727,0.697,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,2,23413,1425,10.5,0.6,246861
01,ALABAMA,AL,Talladega,01121,"Talladega County, Alabama",736.7818207,80565,0,37669,138,31407,559,15401,1386,3004,447,22498,885,10671,635,13757,113,17348,57,14937,744,3259,395,29910,55,378,217,859,205,8898,611,407,151,2466,292,3408,326,19.9,1.8,8.8,1.3,22498.0,885.0,19.0,1.1,17.1,0.1,21.5,0.1,19.3,0.9,10.4,1.2,37.1,0.1,0.5,0.3,2.3,0.5,23.6,1.6,1.3,0.5,7.9,0.9,4.2,0.4,0.5303,0.6818,0.5606,0.5758,2.3485,0.6364,0.3939,0.3182,0.5909,0.7576,2.0606,0.5455,0.6212,0.4091,1.0303,0.5152,0.5758,0.5909,0.303,0.7273,0.8333,3.0303,0.7879,8.4697,0.7121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7202,718,9.3,0.9,74532
