ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
01,ALABAMA,AL,01117,Shelby,01117030332,"Census Tract 303.32, Shelby County, Alabama",3.687517730362,1203,99,478,29,447,36,11,12,6,10,41388,3864,0,12,194,25,237,41,92,41,13,18,179,140,5,47,0,17,37,24,0,17,0,12,0,12,0.9,1.0,0.9,1.4,41388.0,3864.0,0.0,3.7,16.1,2.3,19.7,3.0,7.7,3.2,2.9,4.1,14.9,11.6,0.4,4.1,0.0,3.6,7.7,5.1,0.0,3.8,0.0,7.0,0.0,1.0,0.0017,0.0128,0.0681,0.0,0.0826,0.0034,0.4361,0.2666,0.0477,0.075,0.8254,0.0332,0.2598,0.546,0.8058,0.4216,0.0,0.4834,0.0,0.0,0.0,0.4834,0.0171,2.1972,0.0034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,28,2.0,2.3,313
01,ALABAMA,AL,01089,Madison,01089002922,"Census Tract 29.22, Madison County, Alabama",2.557785981076,3524,235,1745,39,1565,93,58,51,43,33,53072,4252,28,24,824,72,518,110,456,100,50,36,582,357,0,48,0,17,6,10,9,19,38,27,0,12,1.6,1.5,2.2,1.6,53072.0,4252.0,1.0,0.9,23.4,2.3,14.7,3.0,12.9,2.9,3.2,2.3,16.5,10.1,0.0,1.4,0.0,1.0,0.3,0.6,0.6,1.2,2.4,1.7,0.0,0.3,0.0077,0.0758,0.0204,0.0119,0.1158,0.0068,0.9097,0.0792,0.2394,0.092,1.3203,0.1227,0.293,0.0,0.293,0.1371,0.0,0.1645,0.3152,0.2285,0.0,0.7082,0.0332,2.4373,0.0043,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,79,52,2.2,1.4,1463
01,ALABAMA,AL,01117,Shelby,01117030334,"Census Tract 303.34, Shelby County, Alabama",30.574665639406,4126,246,1436,94,1426,94,87,101,25,27,42042,3456,122,100,371,108,1115,122,335,132,29,26,649,345,33,60,0,17,30,28,0,17,12,19,0,12,2.1,2.5,1.1,1.2,42042.0,3456.0,4.4,3.5,9.0,2.6,27.0,2.5,8.1,3.2,2.0,1.8,15.7,8.3,0.9,1.6,0.0,1.2,2.1,1.9,0.0,1.2,0.8,1.3,0.0,0.3,0.0162,0.0196,0.0656,0.0963,0.1977,0.0153,0.0733,0.8382,0.0596,0.04,1.0111,0.0503,0.2777,0.7002,0.9779,0.5647,0.0,0.3308,0.0,0.0605,0.0,0.3913,0.0077,2.578,0.0051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,82,2.7,1.9,1304
01,ALABAMA,AL,01073,Jefferson,01073012704,"Census Tract 127.04, Jefferson County, Alabama",17.69530369579,2232,231,985,74,900,85,43,33,41,30,41106,5565,116,56,437,74,511,81,282,85,19,15,325,346,0,48,0,17,0,12,0,17,31,37,0,12,1.9,1.5,3.5,2.5,41106.0,5565.0,7.3,3.4,19.6,2.8,22.9,2.7,12.6,3.8,2.1,1.7,14.6,15.4,0.0,2.3,0.0,1.7,0.0,3.2,0.0,1.9,3.4,4.2,0.0,0.5,0.0119,0.1925,0.0707,0.1782,0.4533,0.0656,0.7266,0.5579,0.2189,0.0451,1.5485,0.2147,0.253,0.0,0.253,0.1201,0.0,0.0,0.0,0.335,0.0,0.335,0.0051,2.5898,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,33,1.8,1.5,1353
01,ALABAMA,AL,01073,Jefferson,01073012911,"Census Tract 129.11, Jefferson County, Alabama",4.798173724236,5976,420,2405,53,2015,144,373,222,77,59,72446,11458,11,17,881,217,1491,234,459,169,59,44,341,604,0,68,244,125,11,17,0,24,40,55,0,17,6.2,3.6,2.7,2.0,72446.0,11458.0,0.3,0.4,14.7,3.5,24.9,3.5,7.7,2.8,2.9,2.2,5.7,10.1,0.0,1.2,10.1,5.2,0.5,0.7,0.0,1.2,2.0,2.7,0.0,0.3,0.1023,0.1107,0.0034,0.0009,0.2173,0.0179,0.3271,0.7223,0.0477,0.075,1.1721,0.0784,0.0716,0.0,0.0716,0.0434,0.8092,0.1944,0.0,0.1782,0.0,1.1818,0.0938,2.6428,0.0068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,311,6.3,5.0,4273
01,ALABAMA,AL,01125,Tuscaloosa,01125010101,"Census Tract 101.01, Tuscaloosa County, Alabama",10.79484628057,4515,443,1560,87,1441,94,43,34,30,36,54955,6499,63,70,577,85,1356,276,262,106,48,46,396,636,14,51,0,17,39,38,7,17,7,13,0,12,1.0,0.8,1.4,1.7,54955.0,6499.0,2.1,2.3,12.8,1.9,30.0,5.4,5.8,2.3,3.3,3.2,8.8,14.1,0.3,1.2,0.0,1.1,2.5,2.4,0.5,1.2,0.5,0.9,0.0,0.3,0.0026,0.0256,0.0196,0.0332,0.081,0.0026,0.2232,0.9378,0.0162,0.1005,1.2777,0.1082,0.1303,0.4974,0.6277,0.2922,0.0,0.3564,0.2896,0.0273,0.0,0.6733,0.029,2.6597,0.0077,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,14,21,0.3,0.5,1426
01,ALABAMA,AL,01101,Montgomery,01101005604,"Census Tract 56.04, Montgomery County, Alabama",150.495338334294,3541,336,1631,90,1393,110,102,81,78,51,42694,4255,139,105,596,97,677,98,360,125,76,67,1453,436,0,48,0,17,129,74,0,17,18,20,0,12,2.9,2.3,3.6,2.3,42694.0,4255.0,5.3,3.9,16.8,2.7,19.1,2.1,10.2,3.2,5.5,4.8,41.0,11.7,0.0,1.4,0.0,1.0,7.9,4.5,0.0,1.2,1.3,1.4,0.0,0.3,0.0281,0.1993,0.0605,0.1245,0.4124,0.0554,0.4966,0.2317,0.1141,0.2683,1.1107,0.0716,0.6227,0.0,0.6227,0.2879,0.0,0.4868,0.0,0.0989,0.0,0.5857,0.0239,2.7315,0.0085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,113,4.9,3.1,1433
01,ALABAMA,AL,01117,Shelby,01117030336,"Census Tract 303.36, Shelby County, Alabama",7.064964280462,7044,324,2479,125,2420,133,239,196,62,57,37683,3583,102,78,613,79,2213,215,421,143,123,70,1824,593,35,75,0,24,17,27,0,24,18,29,0,17,3.4,2.8,1.7,1.6,37683.0,3583.0,2.3,1.8,8.7,1.1,31.4,2.7,6.0,2.1,5.1,2.9,25.9,8.3,0.5,1.2,0.0,1.0,0.7,1.1,0.0,1.0,0.7,1.2,0.0,0.2,0.0435,0.0417,0.1056,0.0384,0.2292,0.0196,0.0647,0.9549,0.0187,0.2308,1.2691,0.1048,0.4344,0.5843,1.0187,0.5988,0.0,0.2165,0.0,0.0469,0.0,0.2634,0.0043,2.7804,0.0094,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,125,80,1.8,1.1,6155
01,ALABAMA,AL,01051,Elmore,01051030701,"Census Tract 307.01, Elmore County, Alabama",35.76762441152,7442,427,2637,158,2537,177,237,291,87,71,35102,3921,163,96,1090,257,2389,278,794,262,142,123,1400,587,0,68,0,24,88,93,0,24,15,24,0,17,3.2,3.9,2.6,2.1,35102.0,3921.0,3.5,2.0,14.6,3.3,32.1,3.2,10.7,3.3,5.6,4.9,18.8,7.8,0.0,1.0,0.0,0.9,3.3,3.5,0.0,0.9,0.6,1.0,0.0,0.2,0.0367,0.1048,0.1337,0.0759,0.3511,0.0452,0.3194,0.9659,0.1278,0.2811,1.6942,0.299,0.3254,0.0,0.3254,0.1482,0.0,0.3794,0.0,0.0315,0.0,0.4109,0.0111,2.7816,0.0102,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,279,241,3.8,3.3,2549
01,ALABAMA,AL,01103,Morgan,01103000200,"Census Tract 2, Morgan County, Alabama",2.578399966856,3520,254,1497,58,1359,90,280,236,29,27,41041,4820,108,75,779,80,817,124,371,101,62,41,324,361,0,48,12,20,0,12,0,17,18,21,0,12,8.0,6.6,1.6,1.5,41041.0,4820.0,4.3,2.9,22.1,2.4,23.2,3.1,10.5,2.7,4.6,3.0,9.2,10.2,0.0,1.4,0.8,1.4,0.0,2.1,0.0,1.3,1.3,1.5,0.0,0.3,0.1458,0.0332,0.0716,0.0921,0.3427,0.0435,0.8663,0.5809,0.1235,0.1865,1.7572,0.3373,0.1414,0.0,0.1414,0.0733,0.4438,0.0,0.0,0.0989,0.0,0.5427,0.023,2.784,0.0111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,84,2.7,2.4,1488
01,ALABAMA,AL,01073,Jefferson,01073010703,"Census Tract 107.03, Jefferson County, Alabama",0.77858433555,2480,247,1040,61,900,83,114,83,22,17,66110,8010,6,10,251,48,789,130,116,47,40,26,201,365,14,50,13,15,0,12,0,17,18,24,0,12,4.6,3.3,1.7,1.3,66110.0,8010.0,0.4,0.7,10.1,2.0,31.8,4.2,4.7,1.8,4.4,3.0,8.1,14.7,0.6,2.2,1.3,1.5,0.0,3.1,0.0,1.9,2.0,2.6,0.0,0.5,0.0631,0.0417,0.0102,0.0017,0.1167,0.0077,0.1082,0.9617,0.0077,0.1687,1.2463,0.0945,0.1193,0.6244,0.7437,0.3731,0.5145,0.0,0.0,0.1782,0.0,0.6927,0.0307,2.7994,0.0119,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,15,13,0.6,0.5,5935
01,ALABAMA,AL,01089,Madison,01089010901,"Census Tract 109.01, Madison County, Alabama",32.836107910728,15883,537,5991,179,5757,226,355,210,202,120,57235,6178,117,82,2322,229,4469,337,931,281,162,99,1809,778,33,90,207,149,24,39,0,26,22,39,0,19,2.2,1.3,2.7,1.6,57235.0,6178.0,1.1,0.8,14.6,1.4,28.1,1.9,5.9,1.8,2.8,1.7,11.4,4.9,0.2,0.6,3.5,2.5,0.4,0.6,0.0,0.5,0.4,0.7,0.0,0.1,0.0188,0.1107,0.0179,0.0145,0.1619,0.0119,0.3194,0.879,0.017,0.0698,1.2852,0.1107,0.1899,0.4361,0.626,0.2905,0.6576,0.1722,0.0,0.023,0.0,0.8528,0.0435,2.9259,0.0128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,166,1.1,1.0,9115
01,ALABAMA,AL,01073,Jefferson,01073012910,"Census Tract 129.10, Jefferson County, Alabama",2.466221891776,3238,298,1839,60,1664,122,250,173,106,67,51516,8092,12,20,592,171,393,104,231,110,67,40,468,453,0,48,691,167,0,12,6,15,11,17,0,12,7.7,5.3,5.0,3.0,51516.0,8092.0,0.5,0.8,18.3,5.3,12.1,3.0,7.1,3.3,4.0,2.4,14.5,13.9,0.0,1.5,37.6,9.0,0.0,1.7,0.4,0.9,0.7,1.0,0.0,0.4,0.1338,0.3654,0.0273,0.0034,0.5299,0.0861,0.6508,0.0434,0.0358,0.1388,0.8688,0.0383,0.2521,0.0,0.2521,0.1193,0.9634,0.0,0.2692,0.0469,0.0,1.2795,0.1176,2.9303,0.0136,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,98,78,3.0,2.4,6982
01,ALABAMA,AL,01073,Jefferson,01073014412,"Census Tract 144.12, Jefferson County, Alabama",1.84095750212,4383,268,1660,55,1567,75,167,124,43,37,35346,3295,53,37,738,82,1145,150,347,86,55,35,270,377,42,57,0,17,0,12,11,17,17,20,0,12,3.8,2.8,1.9,1.6,35346.0,3295.0,1.8,1.2,16.8,1.9,26.1,3.0,7.9,2.0,3.5,2.3,6.2,8.6,1.0,1.4,0.0,1.0,0.0,1.9,0.7,1.1,1.1,1.2,0.0,0.3,0.0512,0.0554,0.1303,0.0264,0.2633,0.0273,0.4966,0.7845,0.052,0.1124,1.4455,0.1652,0.0775,0.7232,0.8007,0.4174,0.0,0.0,0.3458,0.0827,0.0,0.4285,0.0128,2.938,0.0145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,104,4.8,2.3,2455
01,ALABAMA,AL,01117,Shelby,01117030304,"Census Tract 303.04, Shelby County, Alabama",4.231038535088,5910,466,2349,88,2280,102,285,271,59,54,52376,6478,47,47,1321,119,1209,264,547,173,45,44,598,669,0,68,29,30,0,17,0,24,33,39,48,26,4.9,4.4,1.7,1.6,52376.0,6478.0,1.1,1.1,22.4,2.5,20.5,4.2,9.3,2.9,2.0,2.0,10.1,11.3,0.0,1.2,1.2,1.3,0.0,1.4,0.0,1.1,1.4,1.7,0.8,0.4,0.0699,0.0417,0.023,0.0145,0.1491,0.0102,0.8782,0.3305,0.0852,0.04,1.3339,0.1244,0.1576,0.0,0.1576,0.0809,0.5026,0.0,0.0,0.1117,0.6831,1.2974,0.1211,2.938,0.0145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,188,2.7,3.1,4132
01,ALABAMA,AL,01073,Jefferson,01073011110,"Census Tract 111.10, Jefferson County, Alabama",15.534786170656,5675,513,2145,128,1886,176,259,171,164,104,27218,2815,402,190,685,125,1230,259,566,182,46,59,732,719,11,68,0,24,128,94,0,24,11,18,0,17,4.6,2.9,5.0,3.0,27218.0,2815.0,11.0,4.9,12.1,2.5,21.7,4.1,10.0,3.1,2.4,3.1,12.9,12.6,0.2,1.3,0.0,1.1,6.0,4.4,0.0,1.3,0.6,0.9,0.0,0.3,0.0631,0.3654,0.3135,0.312,1.054,0.2089,0.1789,0.4387,0.1039,0.0596,0.7811,0.0273,0.2095,0.4361,0.6456,0.3041,0.0,0.4535,0.0,0.0315,0.0,0.485,0.0179,2.9657,0.0162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,246,7.9,4.2,1965
01,ALABAMA,AL,01089,Madison,01089011012,"Census Tract 110.12, Madison County, Alabama",4.095298199356,5500,520,2293,117,2096,133,365,355,99,72,68963,12241,58,56,960,194,900,261,558,154,41,46,747,697,0,68,37,43,114,81,30,34,36,39,0,17,6.7,6.2,3.4,2.5,68963.0,12241.0,1.5,1.4,17.5,3.5,16.4,4.5,10.1,2.8,2.0,2.2,13.6,12.6,0.0,1.3,1.6,1.9,5.0,3.5,1.4,1.7,1.7,1.9,0.0,0.3,0.1091,0.178,0.006,0.0196,0.3127,0.0384,0.5716,0.1193,0.109,0.04,0.8399,0.0349,0.2317,0.0,0.2317,0.1124,0.5494,0.4382,0.5204,0.1373,0.0,1.6453,0.2293,3.0296,0.0171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,122,2.9,2.2,3853
